"name"	"number"
"  1357、当代著名水利工程红旗渠位于    省。出题：央视《中国地名大会》节目组  A、河北  B、河南  C、山西  D、甘肃  "	"B河南"
"  1358、我国著名的石拱桥赵州桥位于    省。出题：央视《中国地名大会》节目组  A、山东  B、山西  C、河北  D、河南  "	"C河北"
"  1359、世界文化遗产平遥古城位于    省。出题：央视《中国地名大会》节目组  A、陕西  B、安徽  C、山西  D、甘肃  "	"C山西"
"  1360、《黄鹤楼送孟浩然之广陵》中的""广陵指今江苏省    市。出题：央视《中国地名大会》节目组  A、扬州  B、南京  C、无锡  D、常州  "	"A扬州"
"  1361、我国面积最大的淡水湖鄱阳湖位于    省。出题：央视《中国地名大会》节目组  A、江苏  B、浙江  C、安徽  D、江西  "	"D江西"
"  1362、东汉末年官渡之战的官渡位于今    省。出题：央视《中国地名大会》节目组  A、河南  B、河北  C、山西  D、陕西  "	"A河南"
"  1363、水光潋艳晴方好山色空蒙雨亦奇 出自宋代苏轼的《饮湖上初晴后雨二首•其二》诗中描写的是   的美景。出题：南开大学文学院  A、西湖  B、洞庭湖  C、庐山  D、泰山  "	"A西湖"
"  1364、宋代晏殊的《浣溪沙•一曲新词酒一杯》无可奈何花落去的下一句是   。出题：南开大学文学院  A、似曾相识燕归来  B、门前流水尚能西  C、落梅横笛已三更  D、无边丝雨细如愁  "	"A似曾相识燕归来"
"  1365、在高速路上驾驶需要司机保持高度专注并根据路况及时采取安全预防措施。下列行为错误的是    。  A、从匝道进入高速公路时严禁超车、掉头、停车和倒车  B、和前车保持必要的安全距离  C、不要在汽车中控台上放置挂件和饰品  D、遇到障碍物时应猛打方向盘以绕过障碍物  "	"D遇到障碍物时应猛打方向盘，以绕过障碍物"
"  1366、山区道路行车风险大应格外注意安全。下列说法错误的是   。  A、遇到危险路段应停车察看清楚在确保安全的前提下慢速通过  B、会车时临崖一侧的车辆视野较开阔应让靠山一侧车辆先行  C、驾车时不要探视悬崖、深涧等防止产生眩晕或紧张感  D、山路行驶切忌空档滑行手动挡车辆不要在转弯过程中换档  "	"B会车时，临崖一侧的车辆视野较开阔，应让靠山一侧车辆先行"
"  1367、1950年中国开始向    两国提供物资援助从此开启了中国对外援助的序幕。  A、美国和英国  B、坦桑尼亚和赞比亚  C、朝鲜和越南  D、斐济和马尔代夫  "	"C朝鲜和越南"
"  1368、两情若是久长时又岂在朝朝暮暮是宋代词人秦观的佳句请问这首词是针对哪个传统节日而作       A、元宵节  B、七夕节  C、中秋节  D、重阳节  "	"B七夕节"
"  1369、《工伤保险条例》第十九条规定职工或者其近亲属认为是工伤用人单位不认为是工伤的由     承担举证责任。  A、职工或者其直系亲属  B、劳动保障部门  C、用人单位  D、医疗机构  "	"C用人单位"
"  1370、长时间暴露于寒冷环境或淹溺于冷水之中容易患上低温症可能会出现头晕、恶心、呼吸困难、失去意识等症状。下列关于应对低温症的做法错误的是    。  A、如果有人出现低温症的症状应立即拨打120用衣服帮患者取暖  B、如果患者身上有湿衣服应轻柔地帮患者脱掉或剪掉  C、如果患者手脚冰凉可用热水袋给患者的四肢加热  D、如果患者出现呼吸微弱甚至停止应对患者进行心肺复苏  "	"C如果患者手脚冰凉，可用热水袋给患者的四肢加热"
"  1371、下列关于火山喷发的避难方法和注意事项说法错误的是    。  A、在登山前应自行调查自己准备攀登的火山是否有火山活动  B、当在登山过程中遭遇火山喷发时可以躲在大岩石的凹陷处、山间小屋或是避难棚  C、火山喷发时若发现附近无处可躲应立即用背包遮挡并保护好头部  D、处于长期未见活动的火山是不存在突然喷发危险的  "	"D处于长期未见活动的火山是不存在突然喷发危险的"
"  1372、2016年1月18日习近平总书记在省部级主要领导干部学习贯彻党的十八届五中全会精神专题研讨班上的讲话强调在对待自然问题上    深刻指出：我们不要过分陶醉于我们人类对自然界的胜利。对于每一次这样的胜利自然界都对我们进行报复。每一次胜利起初确实取得了我们预期的结果但是往后和再往后却发生完全不同的、出乎预料的影响常常把最初的结果又消除了。  A、马克思  B、恩格斯  C、列宁  "	"B恩格斯"
"  1373、2016年1月18日习近平总书记在省部级主要领导干部学习贯彻党的十八届五中全会精神专题研讨班上的讲话指出    实质就是坚持以人民为中心的发展思想体现的是逐步实现共同富裕的要求。共同富裕是马克思主义的一个基本目标也是自古以来我国人民的一个基本理想。  A、创新理念  B、开放理念  C、共享理念  "	"C共享理念"
"  1374、中国大陆首座百万千瓦级大型商业核电站全球最大轻水压堆核电基地是。出题：科技部引智司  A、秦山核电站  B、田湾核电站  C、大亚湾核电站  D、岭澳核电站  "	"C大亚湾核电站"
"  1375、小李杜是指唐代诗人   。出题：江苏省扬州市江都区委宣传部 推荐：江苏学习平台  A、李白  杜甫  B、李白  杜牧  C、李商隐  杜牧  D、李商隐  杜甫  "	"C李商隐"
"  1376、我国的海洋国土包括、毗连区、专属经济区、大陆架等面积约为300万平方公里。出题：泰州市委宣传部  推荐：江苏学习平台  A、领空  B、领土  C、领海  D、陆地  "	"C领海"
"  1377、2011年3月30日国务院常务会议通过决议自2011年起每年5月19日为中国     。出题：上海市奉贤区投资促进办公室  推荐：上海学习平台  A、品牌日  B、旅游日  C、航天日  "	"B旅游日"
"  1378、面壁十年图破壁一语出自的诗作。  A、毛泽东  B、周恩来  C、朱德  D、任弼时  "	"B周恩来"
"  1379、《中华人民共和国社会保险法》第十二条第一款规定用人单位应当按照国家规定的本单位    的比例缴纳基本养老保险费记入基本养老保险统筹基金。  A、缴费职工工资总额  B、营业额总额  C、所有收入总额  D、职工工资总额  "	"D职工工资总额"
"  1380、毛泽东的诗作《七律•和柳亚子先生》中牢骚太盛防肠断的下一句是。  A、索句渝州叶正黄  B、风物长宜放眼量  C、落花时节读华章  D、观鱼胜过富春江  "	"B风物长宜放眼量"
"  1381、2014年2月17日习近平总书记在省部级主要领导干部学习贯彻十八届三中全会精神全面深化改革专题研讨班开班式上的讲话中指出党的    提出的全面深化改革的总目标就是完善和发展中国特色社会主义制度、推进国家治理体系和治理能力现代化。  A、党的十八届三中全会  B、党的十八届四中全会  C、党的十八届五中全会  "	"A党的十八届三中全会"
"  1382、新中国修建的第一条铁路是    。  A、成渝铁路  B、京张铁路  C、宝成铁路  D、成昆铁路  "	"A成渝铁路"
"  1383、1907年詹天佑主持修建   这是我国第一座完全由中国人自行设计施工建成的越岭铁路隧道。  A、八达岭隧道  B、狮球岭隧道  C、武胜关隧道  D、秦岭隧道  "	"A八达岭隧道"
"  1384、第十四届全国冬季运动会会歌为     。  A、《我们来了》  B、《冰雪上的火焰》  C、《冰雪之约》  D、《一起飞翔》  "	"C《冰雪之约》"
"  1385、申请人考试过程中有舞弊行为的取消考试资格已经通过考试的其他科目成绩无效且在一年内不得再次申领机动车驾驶证。      A、正确  B、错误  "	"A正确"
"  1386、在道路上发生交通事故造成人身伤亡应抢救伤员并报警。     A、正确  B、错误  "	"A正确"
"  1387、驾车通过无交通信号灯的交叉路口应减速让行人先行。      A、正确  B、错误  "	"A正确"
"  1388、动画片里的海绵宝宝其实是一种原始的   动物。  A、单器官  B、多器官  C、单细胞  D、多细胞  "	"D多细胞"
"  1389、人体中含量最多的金属元素是   。  A、钙  B、铁  C、碳  D、铜  "	"A钙"
"  1390、1895年法国的卢米埃尔兄弟受到   的启发发明了活动电影机。  A、打字机  B、电视机  C、缝纫机  D、电唱机  "	"C缝纫机"
"  1391、功盖三分国名成八阵图描写的是下列人物中的    。  A、周瑜  B、曹操  C、关羽  D、诸葛亮  "	"D诸葛亮"
"  1392、1956年7月我国第一批国产汽车   牌CA10型载重汽车驶下生产线。  A、红旗  B、解放  C、东风  "	"B解放"
"  1393、2016年9月500米口径球面   在贵州平塘落成启动。  A、空间望远镜  B、折反射望远镜  C、射电望远镜  D、太阳望远镜  "	"C射电望远镜"
